user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCF_000597805.1_Ccorc1.0_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B corcagiensis	GCF_000597805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B corcagiensis	100.0	1.0	GCF_000597805.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B corcagiensis	100.0	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 78.41, 0.43; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 78.02, 0.39; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 77.45, 0.31; GCF_000788295.1, s__Campylobacter_B sputorum, 95.0, 77.29, 0.25; GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.22, 0.29	93.85	11	N/A	N/A
GCF_003015205.1_ASM301520v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B blaseri	GCF_003015205.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B blaseri	100.0	1.0	GCF_003015205.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B blaseri	100.0	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.7, 0.34; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 77.45, 0.31; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.42, 0.34; GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.27, 0.27; GCF_000788295.1, s__Campylobacter_B sputorum, 95.0, 76.88, 0.24	93.83	11	N/A	N/A
GCF_900063025.1_16473_4_69_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B fetus	GCF_900065885.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B fetus	99.08	0.94	GCF_900065885.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B fetus	99.08	0.94	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000788295.1, s__Campylobacter_B sputorum, 95.0, 77.45, 0.22; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 77.3, 0.27; GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.27, 0.29; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.17, 0.28; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 77.17, 0.28	93.95	11	N/A	N/A
GCF_001190745.1_ASM119074v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B gracilis	GCF_001190745.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B gracilis	100.0	1.0	GCF_001190745.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B gracilis	100.0	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	93.33	11	N/A	N/A
GCF_000017585.1_ASM1758v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis	GCF_000017585.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis	100.0	1.0	GCF_000017585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis	100.0	1.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 81.18, 0.23; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 79.25, 0.22	93.91	11	N/A	N/A
GCF_002220775.1_ASM222077v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	GCF_000788295.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	97.99	0.9	GCF_000788295.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	97.99	0.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.36, 0.22; GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.24, 0.28; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.06, 0.28; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 76.91, 0.24; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 76.82, 0.24	93.79	11	N/A	N/A
GCF_002220755.1_ASM222075v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	GCF_000788295.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.43	0.88	GCF_000788295.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.43	0.88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.53, 0.21; GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.47, 0.26; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 77.45, 0.24; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.28, 0.27; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 76.96, 0.22	93.81	11	N/A	N/A
GCF_002220735.1_ASM222073v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	GCF_000788295.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.2	0.88	GCF_000788295.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.2	0.88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.53, 0.21; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 77.4, 0.23; GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.39, 0.26; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.22, 0.26; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 76.99, 0.23	93.93	11	N/A	N/A
GCF_002220795.1_ASM222079v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	GCF_000788295.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.25	0.91	GCF_000788295.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.25	0.91	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.55, 0.24; GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.45, 0.21; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.25, 0.27; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 77.13, 0.23; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 77.05, 0.25	93.95	11	N/A	N/A
GCF_008245005.1_ASM824500v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	GCF_000788295.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.2	0.9	GCF_000788295.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B sputorum	95.2	0.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000413435.1, s__Campylobacter_B ureolyticus_A, 95.0, 77.69, 0.24; GCF_900065885.1, s__Campylobacter_B fetus, 95.0, 77.58, 0.21; GCF_000597805.1, s__Campylobacter_B corcagiensis, 95.0, 77.41, 0.22; GCF_000374605.1, s__Campylobacter_B ureolyticus, 95.0, 77.38, 0.26; GCF_003015205.1, s__Campylobacter_B blaseri, 95.0, 77.07, 0.24	93.95	11	N/A	N/A
GCF_000583755.1_ASM58375v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	GCF_000254135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	100.0	0.98	GCF_000254135.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	100.0	0.98	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 93.47, 0.87; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 92.1, 0.91; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 86.02, 0.79; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 83.94, 0.79; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.81, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 81.56, 0.79; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.11, 0.45; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.06, 0.44; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.0, 0.46; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.93, 0.4; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.92, 0.49; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.89, 0.44; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.81, 0.42; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.78, 0.45; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.76, 0.42; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.74, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.65, 0.41; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.46, 0.4; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.34, 0.46; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.31, 0.53; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.05, 0.21	94.58	11	N/A	N/A
GCF_002407145.1_ASM240714v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	GCF_000254135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.87	0.93	GCF_000254135.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.87	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 93.98, 0.89; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 92.17, 0.91; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 85.67, 0.78; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 84.14, 0.77; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.91, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 81.65, 0.77; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.29, 0.42; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.08, 0.45; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.99, 0.43; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.94, 0.43; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.86, 0.48; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.83, 0.39; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.82, 0.4; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.81, 0.43; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.79, 0.5; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.64, 0.48; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.59, 0.41; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.26, 0.42; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.16, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.08, 0.53; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.61, 0.22	94.5	11	N/A	N/A
GCF_009649055.1_ASM964905v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	GCF_000254135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.86	0.94	GCF_000254135.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.86	0.94	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 94.06, 0.89; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 92.19, 0.92; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 85.91, 0.78; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 84.15, 0.78; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.86, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 81.6, 0.77; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.22, 0.45; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.12, 0.43; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.0, 0.44; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.88, 0.43; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.87, 0.38; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.86, 0.44; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.83, 0.48; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.78, 0.49; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.73, 0.41; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.56, 0.43; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.52, 0.48; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.32, 0.42; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.19, 0.55; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.09, 0.46; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.5, 0.22	94.5	11	N/A	N/A
GCF_008727495.1_ASM872749v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	GCF_000254135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.79	0.94	GCF_000254135.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.79	0.94	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 93.36, 0.84; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 91.95, 0.92; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 86.66, 0.8; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 84.39, 0.79; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.68, 0.8; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 81.5, 0.81; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.6, 0.45; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.27, 0.42; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.17, 0.48; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.08, 0.43; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.03, 0.44; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.99, 0.47; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.84, 0.41; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.77, 0.46; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.75, 0.48; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.74, 0.42; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.47, 0.41; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.46, 0.44; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.29, 0.42; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.24, 0.52; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.05, 0.21	93.89	11	N/A	N/A
GCF_001305715.1_ASM130571v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	GCF_000254135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.84	0.9	GCF_000254135.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.84	0.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 93.9, 0.89; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 92.23, 0.92; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 85.87, 0.8; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 84.0, 0.79; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.77, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 81.61, 0.79; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.21, 0.45; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.16, 0.43; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 79.03, 0.43; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.02, 0.42; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.0, 0.45; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.99, 0.42; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.87, 0.49; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.87, 0.4; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.76, 0.48; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.6, 0.49; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.55, 0.41; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.31, 0.53; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.29, 0.41; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.18, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.24, 0.22	94.37	11	N/A	N/A
GCF_005517455.1_ASM551745v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	GCF_000254135.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.87	0.9	GCF_000254135.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	98.87	0.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 93.89, 0.87; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 92.24, 0.92; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 85.76, 0.79; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 83.92, 0.78; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.91, 0.74; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 81.51, 0.77; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.14, 0.43; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.99, 0.41; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 78.97, 0.45; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.91, 0.45; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.87, 0.43; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.86, 0.47; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.81, 0.43; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.75, 0.39; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.69, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.65, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.57, 0.41; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.53, 0.41; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.33, 0.53; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.29, 0.42; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.16, 0.22	94.76	11	N/A	N/A
